Primary Attribute	Secondary Attribute	Skill Type	Skill Tier	Skill Name	Parent Skill	Definition
DEX	N/A	standard	3	Breath Controll	Silent Movement	Controlled Breathing trains respiratory rhythm and tension release to eliminate telltale signs of stress or activity. Used during ambush, waiting, or hiding in plain sight, this skill can slow pulse, suppress noise, and steady the mind. You vanish not just from sight—but from sound itself.
DEX	N/A	standard	3	Surface Blend	Silent Movement	A technique of syncing motion with surface type—carpet, stone, leaves, or sand—so that no step is out of place. Surface Blend teaches foot angle, pace, and pressure unique to each environment. The world becomes your cloak—walk like you belong.
DEX	N/A	standard	2	Shadowing	Stealth	Shadowing allows a person to follow or observe another without detection. It trains distance management, cover use, timing, and sightline control. This is not stalking with intent—it’s watching without being seen. To follow well is to disappear just behind the edge of perception.
DEX	N/A	standard	3	Trail Target	Shadowing	A skill used to maintain consistent proximity to a moving subject without exposing yourself. Trail Target accounts for speed, path prediction, and obstacle negotiation. Practitioners remain close enough to observe—yet always just far enough not to be noticed.
DEX	N/A	standard	3	Blind Spot Ride	Shadowing	This technique exploits a target’s natural visual and awareness blind spots—rear arcs, shoulder zones, and mental gaps. Blind Spot Ride allows extended tailing even in open or bright environments. It’s not invisibility—it’s perfect placement in human ignorance.
DEX	N/A	standard	3	Predictive Cut Off	Shadowing	Predictive Cut Off allows a stealth user to move ahead of a target by anticipating their path. It’s used to intercept, ambush, or observe from in front rather than behind. This skill turns passive trailing into silent chess. The target never saw you—yet you’re already there.
DEX	N/A	standard	2	Concealment	Stealth	Concealment is the trained act of remaining unseen in open or limited-cover environments. It teaches body placement, environmental usage, and stillness discipline. Whether behind a curtain, within a bush, or beneath a bench, you’re not invisible—but you might as well be.
DEX	N/A	standard	3	Camouflage	Concealment	Camouflage enhances concealment by using clothing, materials, or environment blending to break visual recognition. Practiced users can vanish even when technically visible. Shadows, mud, leaves, dust—it all becomes part of the cloak. It’s not trickery—it’s total immersion.
DEX	N/A	standard	3	Static Hide	Concealment	This skill teaches how to hold a hidden position for extended periods without fidgeting, revealing breath, or giving away body cues. Static Hide is trained for stakeouts, ambush, or surviving sweeps. The body becomes part of the environment—waiting, watching, and undetected.
DEX	N/A	standard	3	Environment Meld	Concealment	Environment Meld combines movement, material use, and posture to dissolve into the scene—trees, rocks, walls, even furniture. It is both instinct and calculation, requiring moment-to-moment adaptation to the space. You don’t hide in the environment. You become it.
DEX	N/A	standard	1	Melee Weaponry	N/A	The foundational skill of handling close-range weapons with precision, fluidity, and awareness. Melee Weaponry includes slashes, thrusts, counters, and footwork coordination. It's not about strength alone—it's about timing, angle, and body control. This is where blades and fists become extensions of the will.
DEX	N/A	standard	2	Bladed Weapons	Melee Weaponry	A specialization in edged tools—knives, swords, axes, or exotic blades. Bladed Weapons emphasizes cutting lines, recovery angles, and targeting vulnerable points. Practitioners move with grace, minimizing wasted energy and maximizing threat. Each edge becomes a message—sharp, fast, and final.
DEX	N/A	standard	3	Edge Flow	Bladed Weapons	This skill teaches continuous motion with a blade—linking strikes, blocks, and transitions into an unbroken dance. Edge Flow ensures that the blade never stops moving, forcing opponents to react or retreat. It's not just attacking—it's painting with steel.
DEX	N/A	standard	3	Precision Thrust	Bladed Weapons	Precision Thrust refines the art of controlled piercing strikes. Used to bypass armor gaps, strike vital zones, or end fights cleanly, this skill is all about point control and depth. The thrust isn’t wild—it’s surgical.
DEX	N/A	standard	3	Parry Riposte	Bladed Weapons	This skill trains the instant reversal of momentum—deflecting an attack and immediately countering. Parry Riposte requires nerve, timing, and perfect understanding of distance. When used properly, it punishes aggression with elegance.
DEX	N/A	standard	2	Blunt Weapons	Melee Weaponry	A focus on impact-based weapons like clubs, hammers, and maces. Blunt Weapons favors force redirection, shock generation, and tempo control. It's not about slicing—it's about overwhelming. The user doesn’t cut—they crack.
DEX	N/A	standard	3	Crushing Swing	Blunt Weapons	Crushing Swing channels full-body force into a downward or sweeping blow. It’s used to break armor, stun enemies, or destroy cover. Practitioners time their swing not just for power—but for rhythm. Each impact lands like punctuation.
DEX	N/A	standard	3	Momentum Transfer	Blunt Weapons	This skill teaches how to absorb impact and convert it into movement—spinning, repositioning, or chaining into a follow-up strike. Momentum Transfer turns defense into offense and recoil into rhythm. It’s not about stopping—it’s about continuing.
DEX	N/A	standard	3	Guard Break	Blunt Weapons	Guard Break is the practiced ability to force through an enemy’s defense using well-placed strikes and mechanical leverage. It's used to open up shields, stagger stances, or interrupt blocking rhythms. If the wall won’t move, you make it crumble.
DEX	N/A	standard	2	Dual Wield	Melee Weaponry	Dual Wield trains coordination between dominant and off-hand weapons. It includes timing, mirrored motion, and weapon balancing. The goal is harmony, not chaos—two blades, one will. True dual wielders don’t alternate—they operate as one.
DEX	N/A	standard	3	Cross Slash	Dual Wield	This technique links weapons in crisscrossing strikes—creating layered pressure and forcing misdirection. Cross Slash is fast, deceptive, and hard to block fully. It’s a rhythm that overwhelms defenses and breaks through timing.
